iter	Passed	Remaining
151	12472	69583
152	12588	69691
153	12691	69723
154	12801	69788
155	12858	69569
156	12942	69494
157	13037	69476
158	13168	69650
159	13268	69657
160	13355	69599
161	13467	69663
162	13573	69700
163	13629	69475
164	13732	69495
165	13835	69512
166	13933	69501
167	14026	69462
168	14185	69751
169	14300	69819
170	14413	69877
171	14516	69882
172	14642	69998
173	14687	69725
174	14781	69682
175	14885	69689
176	14938	69459
177	15043	69469
178	15222	69819
179	15304	69722
180	15408	69722
181	15541	69852
182	15579	69554
183	15736	69787
184	15814	69667
185	15915	69653
186	16009	69601
187	16121	69631
188	16241	69690
189	16347	69691
190	16483	69816
191	16596	69842
192	16696	69814
193	16801	69802
194	16877	69675
195	17010	69779
196	17119	69782
197	17198	69662
198	17282	69563
199	17352	69408
200	17453	69381
201	17564	69388
202	17607	69129
203	17686	69013
204	17789	68987
205	17889	68952
206	17969	68837
207	18005	68557
208	18110	68540
209	18177	68380
210	18297	68422
211	18383	68332
212	18516	68413
213	18581	68247
214	18662	68140
215	18758	68084
216	18861	68057
217	18885	67746
218	18956	67603
219	19032	67478
220	19130	67432
221	19290	67604
222	19410	67630
223	19516	67609
224	19649	67680
225	19752	67648
226	19862	67636
227	19951	67555
228	20043	67483
229	20144	67441
230	20254	67426
231	20384	67479
232	20446	67305
233	20488	67067
234	20559	66926
235	20635	66802
236	20744	66785
237	20879	66849
238	21005	66884
239	21123	66890
240	21235	66877
241	21382	66974
242	21465	66870
243	21522	66684
244	21626	66643
245	21719	66570
246	21791	66433
247	21889	66374
248	22021	66419
249	22124	66373
250	22247	66386
251	22379	66429
252	22503	66442
253	22594	66360
254	22696	66309
255	22755	66134
256	22844	66043
257	22933	65956
258	23047	65939
259	23140	65860
260	23238	65797
261	23383	65865
262	23480	65800
263	23588	65762
264	23704	65745
265	23754	65548
266	23801	65341
267	23902	65285
268	24059	65380
269	24157	65314
270	24278	65309
271	24417	65351
272	24495	65231
273	24576	65117
274	24670	65040
275	24779	65001
276	24888	64961
277	24984	64886
278	25129	64939
279	25254	64941
280	25363	64898
281	25534	65014
282	25619	64908
283	25691	64771
284	25775	64663
285	25846	64526
286	25955	64480
287	26035	64366
288	26100	64212
289	26179	64094
290	26297	64072
291	26468	64177
292	26611	64213
293	26698	64111
294	26789	64021
295	26886	63946
296	26969	63836
297	27057	63740
298	27152	63659
299	27240	63560
300	27372	63564
301	27506	63574
302	27584	63452
303	27688	63391
304	27804	63357
305	27968	63430
306	28020	63250
307	28061	63046
308	28170	62996
309	28269	62921
310	28381	62877
311	28518	62887
312	28613	62804
313	28678	62653
314	28755	62530
315	28863	62476
316	28960	62397
317	29030	62260
318	29129	62185
319	29253	62164
320	29348	62079
321	29485	62085
322	29560	61957
323	29660	61884
324	29737	61761
325	29856	61726
326	29976	61694
327	30082	61632
328	30188	61570
329	30249	61415
330	30326	61294
331	30448	61263
332	30593	61278
333	30684	61184
334	30805	61151
335	30868	61001
336	30969	60928
337	31064	60841
338	31169	60776
339	31224	60612
340	31313	60514
341	31439	60488
342	31543	60419
343	31660	60375
344	31777	60330
345	31921	60338
346	32039	60293
347	32140	60217
348	32205	60074
349	32287	59962
350	32396	59901
351	32475	59783
352	32594	59740
353	32693	59661
354	32812	59616
355	32873	59466
356	32986	59411
357	33110	59377
358	33193	59266
359	33281	59166
360	33378	59083
361	33529	59093
362	33627	59010
363	33706	58893
364	33789	58783
365	33883	58694
366	34028	58692
367	34115	58590
368	34205	58491
369	34317	58431
370	34483	58464
371	34579	58376
372	34664	58269
373	34782	58218
374	34897	58162
375	35008	58099
376	35099	58002
377	35236	57981
378	35350	57922
379	35462	57859
380	35598	57835
381	35693	57745
382	35827	57717
383	35931	57639
384	36040	57571
385	36155	57511
386	36269	57449
387	36369	57366
388	36456	57261
389	36583	57220
390	36628	57051
391	36676	56885
392	36740	56746
393	36832	56651
394	36929	56562
395	37025	56473
396	37141	56413
397	37253	56347
398	37379	56303
399	37487	56231
400	37638	56223
401	37762	56173
402	37877	56111
403	37958	55998
404	38051	55902
405	38150	55815
406	38243	55720
407	38339	55630
408	38440	55545
409	38552	55478
410	38678	55430
411	38772	55334
412	38862	55236
413	38951	55133
414	39049	55045
415	39183	55007
416	39241	54862
417	39324	54753
418	39417	54658
419	39532	54592
420	39676	54566
421	39777	54481
422	39888	54411
423	40006	54349
424	40071	54214
425	40160	54113
426	40268	54036
427	40367	53949
428	40445	53833
429	40546	53747
430	40682	53708
431	40804	53650
432	40899	53556
433	41030	53509
434	41152	53450
435	41276	53394
436	41354	53278
437	41469	53210
438	41562	53113
439	41700	53073
440	41795	52978
441	41904	52902
442	42047	52868
443	42142	52773
444	42279	52730
445	42374	52636
446	42480	52553
447	42611	52503
448	42738	52447
449	42862	52387
450	42966	52303
451	43056	52201
452	43156	52111
453	43266	52034
454	43368	51946
455	43476	51867
456	43621	51830
457	43765	51792
458	43871	51708
459	43964	51611
460	44082	51541
461	44192	51462
462	44289	51368
463	44387	51275
464	44503	51202
465	44635	51148
466	44788	51118
467	44909	51051
468	45048	51003
469	45149	50913
470	45245	50817
471	45338	50717
472	45448	50637
473	45542	50538
474	45652	50458
475	45776	50392
476	45928	50357
477	46046	50284
478	46147	50193
479	46239	50092
480	46356	50018
481	46487	49959
482	46582	49861
483	46679	49765
484	46838	49736
485	46967	49673
486	47074	49588
487	47217	49539
488	47362	49493
489	47485	49423
490	47635	49382
491	47761	49314
492	47878	49238
493	47984	49149
494	48078	49049
495	48152	48929
496	48247	48829
497	48358	48746
498	48470	48664
499	48576	48576
500	48671	48477
501	48796	48407
502	48931	48348
503	49042	48264
504	49136	48163
505	49230	48062
506	49340	47977
507	49471	47913
508	49559	47806
509	49675	47727
510	49780	47637
511	49917	47577
512	50046	47510
513	50096	47367
514	50179	47256
515	50271	47154
516	50352	47040
517	50475	46967
518	50554	46853
519	50659	46762
520	50782	46688
521	50926	46633
522	51036	46547
523	51117	46434
524	51234	46355
525	51318	46245
526	51404	46137
527	51513	46049
528	51601	45943
529	51677	45826
530	51788	45742
531	51880	45639
532	51989	45552
533	52098	45464
534	52191	45362
535	52292	45267
536	52397	45177
537	52529	45108
538	52608	44995
539	52780	44961
540	52881	44865
541	52989	44777
542	53053	44650
543	53175	44573
544	53313	44509
545	53425	44423
546	53543	44342
547	53619	44225
548	53714	44126
549	53819	44034
550	53984	43991
551	54084	43894
552	54186	43799
553	54265	43686
554	54367	43591
555	54460	43490
556	54568	43399
557	54650	43289
558	54721	43170
559	54818	43071
560	54916	42974
561	55062	42913
562	55158	42813
563	55253	42713
564	55380	42638
565	55490	42548
566	55589	42451
567	55690	42355
568	55796	42263
569	55965	42219
570	56094	42144
571	56193	42046
572	56328	41975
573	56446	41892
574	56562	41807
575	56653	41703
576	56768	41616
577	56941	41573
578	57066	41494
579	57170	41399
580	57301	41324
581	57418	41238
582	57561	41171
583	57706	41106
584	57862	41047
585	57979	40961
586	58135	40902
587	58222	40795
588	58350	40716
589	58445	40614
590	58578	40539
591	58680	40442
592	58776	40340
593	58893	40253
594	58987	40151
595	59138	40087
596	59229	39982
597	59316	39875
598	59430	39785
599	59562	39708
600	59679	39621
601	59778	39521
602	59905	39440
603	60038	39362
604	60226	39321
605	60323	39220
606	60457	39143
607	60596	39068
608	60705	38975
609	60820	38884
610	60912	38780
611	61006	38677
612	61134	38595
613	61295	38534
614	61393	38433
615	61504	38340
616	61600	38238
617	61690	38132
618	61805	38042
619	61897	37937
620	61990	37833
621	62083	37729
622	62198	37638
623	62359	37575
624	62458	37475
625	62569	37381
626	62731	37318
627	62831	37218
628	62940	37124
629	63051	37030
630	63158	36934
631	63314	36866
632	63439	36781
633	63560	36692
634	63658	36591
635	63768	36496
636	63871	36397
637	63957	36289
638	64047	36183
639	64155	36087
640	64287	36004
641	64378	35899
642	64484	35802
643	64578	35698
644	64655	35585
645	64748	35481
646	64863	35389
647	65000	35308
648	65124	35221
649	65310	35167
650	65424	35074
651	65527	34974
652	65626	34873
653	65734	34777
654	65829	34673
655	65951	34584
656	66054	34485
657	66168	34391
658	66301	34307
659	66472	34243
660	66575	34143
661	66676	34043
662	66810	33959
663	66917	33862
664	67010	33756
665	67100	33651
666	67223	33561
667	67325	33461
668	67457	33375
669	67565	33278
670	67675	33182
671	67777	33081
672	67877	32980
673	67983	32882
674	68098	32788
675	68184	32680
676	68277	32575
677	68416	32492
678	68546	32405
679	68663	32312
680	68801	32228
681	68933	32142
682	69042	32044
683	69163	31952
684	69288	31862
685	69398	31765
686	69543	31684
687	69614	31569
688	69708	31464
689	69820	31368
690	69945	31278
691	70055	31180
692	70189	31094
693	70317	31004
694	70457	30920
695	70543	30812
696	70641	30709
697	70723	30599
698	70826	30498
699	70949	30406
700	71058	30309
701	71157	30206
702	71299	30122
703	71444	30039
704	71544	29937
705	71601	29817
706	71710	29718
707	71813	29617
708	71952	29532
709	72055	29431
710	72143	29324
711	72251	29225
712	72384	29136
713	72486	29035
714	72607	28941
715	72722	28845
716	72815	28740
717	72887	28627
718	73024	28539
719	73137	28442
720	73233	28338
721	73377	28253
722	73515	28165
723	73611	28061
724	73715	27961
725	73831	27864
726	73930	27762
727	74076	27676
728	74170	27572
729	74275	27471
730	74370	27367
731	74524	27285
732	74611	27177
733	74674	27061
734	74753	26951
735	74865	26854
736	74996	26762
737	75122	26669
738	75235	26571
739	75362	26478
740	75505	26391
741	75626	26295
742	75739	26197
743	75850	26099
744	75961	26000
745	76098	25910
746	76220	25815
747	76345	25720
748	76506	25638
749	76616	25538
750	76726	25439
751	76825	25335
752	76954	25242
753	77077	25147
754	77168	25041
755	77244	24930
756	77340	24826
757	77502	24743
758	77607	24642
759	77696	24535
760	77808	24436
761	77918	24336
762	78036	24239
763	78197	24155
764	78287	24049
765	78352	23935
766	78517	23852
767	78621	23750
768	78743	23653
769	78883	23562
770	79003	23465
771	79116	23365
772	79192	23255
773	79318	23160
774	79468	23071
775	79593	22975
776	79715	22878
777	79777	22764
778	79872	22659
779	80005	22565
780	80120	22466
781	80213	22361
782	80323	22260
783	80460	22167
784	80604	22076
785	80699	21971
786	80794	21866
787	80887	21761
788	81011	21664
789	81119	21563
790	81200	21455
791	81276	21345
792	81403	21249
793	81569	21162
794	81666	21058
795	81773	20956
796	81870	20852
797	81961	20747
798	82071	20646
799	82175	20543
800	82269	20438
801	82369	20335
802	82493	20238
803	82619	20141
804	82737	20042
805	82850	19941
806	82947	19837
807	83057	19736
808	83219	19647
809	83304	19540
810	83383	19432
811	83507	19334
812	83633	19236
813	83737	19134
814	83844	19032
815	83956	18931
816	84083	18833
817	84199	18733
818	84301	18630
819	84409	18528
820	84521	18428
821	84655	18331
822	84730	18222
823	84827	18118
824	84939	18017
825	85050	17916
826	85181	17819
827	85281	17715
828	85376	17610
829	85501	17512
830	85638	17416
831	85735	17312
832	85858	17212
833	85954	17108
834	86051	17004
835	86142	16898
836	86250	16796
837	86368	16696
838	86457	16590
839	86564	16488
840	86701	16391
841	86796	16287
842	86912	16186
843	87027	16085
844	87152	15986
845	87293	15890
846	87412	15789
847	87523	15688
848	87653	15589
849	87787	15491
850	87908	15391
851	88008	15287
852	88099	15182
853	88222	15082
854	88325	14979
855	88422	14874
856	88537	14773
857	88666	14674
858	88802	14576
859	88927	14476
860	89015	14370
861	89087	14262
862	89167	14155
863	89301	14056
864	89419	13955
865	89514	13850
866	89675	13756
867	89832	13661
868	89940	13558
869	90065	13458
870	90174	13355
871	90307	13256
872	90438	13156
873	90568	13056
874	90698	12956
875	90874	12863
876	91008	12763
877	91114	12660
878	91208	12555
879	91345	12456
880	91445	12351
881	91509	12242
882	91617	12139
883	91732	12037
884	91853	11935
885	91945	11830
886	92035	11724
887	92132	11620
888	92240	11517
889	92338	11412
890	92403	11304
891	92533	11203
892	92669	11103
893	92786	11001
894	92933	10902
895	93058	10801
896	93164	10697
897	93294	10596
898	93404	10493
899	93516	10390
900	93612	10285
901	93704	10180
902	93802	10076
903	93947	9976
904	94062	9873
905	94154	9768
906	94232	9662
907	94330	9557
908	94440	9454
909	94533	9349
910	94635	9245
911	94737	9141
912	94838	9037
913	94960	8935
914	95096	8834
915	95189	8729
916	95300	8625
917	95396	8521
918	95506	8417
919	95612	8314
920	95742	8212
921	95845	8108
922	95940	8003
923	96058	7900
924	96169	7797
925	96267	7693
926	96366	7588
927	96460	7484
928	96608	7383
929	96758	7282
930	96863	7178
931	96988	7076
932	97102	6973
933	97216	6869
934	97327	6766
935	97423	6661
936	97521	6556
937	97659	6455
938	97765	6351
939	97913	6249
940	98034	6146
941	98210	6046
942	98352	5944
943	98471	5841
944	98594	5738
945	98730	5635
946	98867	5533
947	98960	5428
948	99055	5323
949	99170	5219
950	99285	5115
951	99385	5011
952	99496	4906
953	99619	4803
954	99715	4698
955	99822	4594
956	99934	4490
957	100027	4385
958	100131	4280
959	100232	4176
960	100381	4073
961	100505	3970
962	100603	3865
963	100716	3761
964	100851	3657
965	100959	3553
966	101055	3448
967	101146	3343
968	101328	3241
969	101425	3136
970	101551	3032
971	101669	2928
972	101761	2823
973	101850	2718
974	101968	2614
975	102081	2510
976	102231	2406
977	102365	2302
978	102455	2197
979	102552	2092
980	102667	1988
981	102760	1883
982	102856	1778
983	102972	1674
984	103074	1569
985	103162	1464
986	103276	1360
987	103415	1256
988	103507	1151
989	103611	1046
990	103724	942
991	103853	837
992	103984	733
993	104090	628
994	104177	523
995	104273	418
996	104432	314
997	104535	209
998	104644	104
999	104768	0
