iter	MultiLogloss
558	0.06514050327
559	0.06497230454
560	0.06467962034
561	0.06455894202
562	0.06442278652
563	0.06422784123
564	0.06400597535
565	0.06388692814
566	0.06367435512
567	0.06348237648
568	0.06328250029
569	0.06304287994
570	0.06287623048
571	0.06274713162
572	0.06257558839
573	0.06246508881
574	0.06232457225
575	0.06224098183
576	0.06210075117
577	0.06190090362
578	0.06161383293
579	0.06144597463
580	0.06131770801
581	0.06106968177
582	0.06096162391
583	0.06079308327
584	0.06065585253
585	0.06048276772
586	0.06021880882
587	0.05997396109
588	0.05986816353
589	0.05962938514
590	0.05941017754
591	0.05928952119
592	0.0591402969
593	0.05899403039
594	0.05887924611
595	0.05872214459
596	0.0584942785
597	0.05835755712
598	0.05818708116
599	0.05800315741
600	0.05788625202
601	0.05773728114
602	0.05756197924
603	0.05748262574
604	0.05730352253
605	0.05715064525
606	0.05695228452
607	0.05685106307
608	0.05673680465
609	0.0565639006
610	0.05636253458
611	0.05617041769
612	0.05605736472
613	0.05591237579
614	0.05580336213
615	0.05558498169
616	0.05535785469
617	0.05523761767
618	0.05507439031
619	0.0549344067
620	0.05479811432
621	0.05468810543
622	0.0545536769
623	0.05439655618
624	0.05426103962
625	0.0541576942
626	0.05393317036
627	0.05376112099
628	0.05358807548
629	0.05348128119
630	0.0533893497
631	0.05325845789
632	0.05310188185
633	0.05294055791
634	0.05277672764
635	0.05269969428
636	0.05256967671
637	0.0524607573
638	0.05237052582
639	0.05226754798
640	0.05216564479
641	0.05199130527
642	0.05177253893
643	0.0516568239
644	0.0515646585
645	0.05144752005
646	0.0512535068
647	0.05112198636
648	0.0509786619
649	0.05088726452
650	0.05082725927
651	0.0507233158
652	0.0506319575
653	0.05044055445
654	0.05032286844
655	0.05015587646
656	0.05004654767
657	0.0499075476
658	0.04979291388
659	0.04968081113
660	0.04955529808
661	0.04943753291
662	0.04926193124
663	0.04919553281
664	0.04907645942
665	0.04898759071
666	0.04887613388
667	0.04872240743
668	0.04867504576
669	0.04854475746
670	0.04846084438
671	0.04834896557
672	0.04830402383
673	0.04816121609
674	0.04805846913
675	0.04792883626
676	0.04776088183
677	0.04766397291
678	0.04756443381
679	0.04746433698
680	0.0473813555
681	0.04730194623
682	0.04722384747
683	0.04707141364
684	0.046973739
685	0.04691134635
686	0.04679040873
687	0.04671338783
688	0.0466170046
689	0.04651115175
690	0.04641064928
691	0.04634020052
692	0.04622731809
693	0.04611255064
694	0.04602334601
695	0.04593685454
696	0.04586355081
697	0.04578650817
698	0.04564490884
699	0.0455365894
700	0.04538898824
701	0.04530558091
702	0.04523396422
703	0.04516264766
704	0.04506189631
705	0.04495118111
706	0.04486138609
707	0.0447364467
708	0.04462601528
709	0.04453531532
710	0.04445843232
711	0.0443562909
712	0.04427007982
713	0.04420533273
714	0.0440883639
715	0.04397852444
716	0.0438740718
717	0.04376879941
718	0.04367869797
719	0.04358691262
720	0.04348878215
721	0.04342698877
722	0.04332127993
723	0.04324592109
724	0.04311160123
725	0.04305108888
726	0.04294751119
727	0.04282205318
728	0.04272781563
729	0.04262916529
730	0.04255003226
731	0.04245922099
732	0.04240059124
733	0.04233984189
734	0.04227149235
735	0.04217875445
736	0.04205803579
737	0.04193897236
738	0.04185322693
739	0.04179642524
740	0.04169486559
741	0.04160138905
742	0.04151882697
743	0.04142313957
744	0.04134405262
745	0.04128401789
746	0.04117011733
747	0.04108994589
748	0.04103336315
749	0.04095801038
750	0.04087421429
751	0.04073475347
752	0.04062586635
753	0.04057263206
754	0.04051608411
755	0.04043988514
756	0.04037598588
757	0.0403260194
758	0.04024888476
759	0.0401430042
760	0.04009159729
761	0.04004295472
762	0.03993481045
763	0.03987669716
764	0.03977041726
765	0.03966534863
766	0.03960142947
767	0.03953152323
768	0.03947079629
769	0.0393411571
770	0.03923668631
771	0.03916183478
772	0.03906008837
773	0.03897618071
774	0.03890266457
775	0.03882470013
776	0.03877237795
777	0.0386916832
778	0.03862598897
779	0.03855548273
780	0.03847605466
781	0.03840528997
782	0.03833991771
783	0.03826009465
784	0.03821335579
785	0.0381540371
786	0.03807941517
787	0.03799697152
788	0.0379305129
789	0.0378846898
790	0.03782807558
791	0.03777234679
792	0.03768074066
793	0.03763085695
794	0.03755853271
795	0.03750111513
796	0.03744445772
797	0.03737453979
798	0.03731572122
799	0.03727860994
800	0.03721123946
801	0.03714490943
802	0.03705649906
803	0.03699408385
804	0.03693582768
805	0.03688019901
806	0.03680080243
807	0.03675223869
808	0.03670929558
809	0.03666029343
810	0.03660922929
811	0.03655967996
812	0.03650711535
813	0.03644201014
814	0.03640157839
815	0.03634750575
816	0.03627423179
817	0.03619762236
818	0.03612188161
819	0.03605842423
820	0.03601154098
821	0.03596757968
822	0.03591061159
823	0.03586171484
824	0.03580968135
825	0.03576406568
826	0.03566764247
827	0.03559562202
828	0.03555079131
829	0.03551013277
830	0.03545946487
831	0.03541760104
832	0.03537390573
833	0.03533070105
834	0.0352585364
835	0.03521562498
836	0.03515428123
837	0.03511184259
838	0.03506987596
839	0.03502414874
840	0.03498631071
841	0.0349570165
842	0.03491572857
843	0.03486516657
844	0.03481503133
845	0.03476531766
846	0.03472486113
847	0.03466537639
848	0.03460223387
849	0.03455339759
850	0.03449618408
851	0.03444619724
852	0.03438749082
853	0.03433955939
854	0.03425845691
855	0.03421925518
856	0.03416357091
857	0.0341093492
858	0.03404620596
859	0.03398363239
860	0.03390349839
861	0.03386835872
862	0.03380181821
863	0.03376194586
864	0.03372344388
865	0.03368556897
866	0.03362458775
867	0.03358518976
868	0.03353152698
869	0.03349250545
870	0.03343794085
871	0.03335897267
872	0.03332050926
873	0.03327953032
874	0.0332210106
875	0.03316855213
876	0.03312438069
877	0.03308779383
878	0.03304540259
879	0.03298703914
880	0.03294290703
881	0.03287501114
882	0.03283533552
883	0.03279969672
884	0.03276443484
885	0.03272954442
886	0.03268651914
887	0.03264383152
888	0.03260273538
889	0.03254294015
890	0.03250596939
891	0.03246929824
892	0.03243516316
893	0.03237900091
894	0.03234532516
895	0.03231234007
896	0.03228040198
897	0.03223487363
898	0.03217748999
899	0.03213259667
900	0.03209301023
901	0.03206040736
902	0.03200296171
903	0.03196749357
904	0.03193230837
905	0.03187568238
906	0.03181594342
907	0.03178384831
908	0.03174520577
909	0.03171356912
910	0.03168264159
911	0.03162683032
912	0.03159244067
913	0.03155832233
914	0.03150252856
915	0.03144585168
916	0.03140148196
917	0.03134553643
918	0.03131193084
919	0.0312467911
920	0.03121357236
921	0.03114936569
922	0.03109411658
923	0.03106127613
924	0.0310309686
925	0.03099839649
926	0.0309660762
927	0.03091383927
928	0.03084810064
929	0.03081619433
930	0.0307913527
931	0.03073566256
932	0.03070617689
933	0.03066404089
934	0.03063265167
935	0.03061177241
936	0.03058063684
937	0.03054973747
938	0.03052910026
939	0.0304984482
940	0.03046971001
941	0.03043929857
942	0.0303853723
943	0.0303501097
944	0.03031221959
945	0.0302822454
946	0.03025899454
947	0.03022123398
948	0.03019829759
949	0.03017068231
950	0.03013353131
951	0.03008093239
952	0.03005121735
953	0.0300147553
954	0.02996292505
955	0.02989521383
956	0.0298730953
957	0.02983334399
958	0.02980740056
959	0.02975635438
960	0.02968980299
961	0.02962394148
962	0.02957367404
963	0.0295480371
964	0.02948302794
965	0.02941868642
966	0.02939349304
967	0.02932702125
968	0.02929121051
969	0.02924912037
970	0.02918610846
971	0.02911993626
972	0.02909531049
973	0.02905412631
974	0.0289887909
975	0.02896777144
976	0.02893989626
977	0.02891222434
978	0.02888824305
979	0.02884244748
980	0.02881875549
981	0.02875460003
982	0.02873460643
983	0.02869112346
984	0.02862771452
985	0.02860265472
986	0.0285832368
987	0.02852272562
988	0.02850352901
989	0.02844367624
990	0.02840659481
991	0.02838742301
992	0.02836867307
993	0.02830642803
994	0.02828310674
995	0.02822149245
996	0.02816042478
997	0.02813661217
998	0.02811385314
999	0.02805342576
